Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Scaled_close
2001-06-18 00:00:00-04:00,2.5079670886718977,2.514672876614392,2.5046141147613525,2.5046141147613525,7189500,0.0,0.0,-0.9733810259158313
2001-06-19 00:00:00-04:00,2.5314371466641563,2.591789231477178,2.5314371466641563,2.5549073219299316,1410700,0.0,0.0,-0.9703561571626846
2001-06-20 00:00:00-04:00,2.575023938150696,2.578376910720135,2.5515537696787525,2.561612367630005,550400,0.0,0.0,-0.9699528843477578
2001-06-21 00:00:00-04:00,2.538142204284668,2.548200802256237,2.531436419010778,2.538142204284668,643600,0.0,0.0,-0.9713644897658928
2001-06-22 00:00:00-04:00,2.5213777342120554,2.531436492353587,2.5079661632757047,2.5180249214172363,822600,0.0,0.0,-0.9725744372671515
2001-06-25 00:00:00-04:00,2.518025491208573,2.531437065179762,2.5146725177764893,2.5146725177764893,488500,0.0,0.0,-0.9727760665048106
2001-06-26 00:00:00-04:00,2.5146725177764893,2.518025491208573,2.511319544344406,2.5146725177764893,202200,0.0,0.0,-0.9727760665048106
2001-06-27 00:00:00-04:00,2.51467187547167,2.51467187547167,2.491201547077663,2.4945545196533203,1558800,0.0,0.0,-0.9739860570248954
2001-06-28 00:00:00-04:00,2.4274973076858757,2.4274973076858757,2.3839097689759776,2.3872625827789307,259000,0.0,0.0,-0.9804390960253329
2001-06-29 00:00:00-04:00,2.4342030845037446,2.5046137682184906,2.4342030845037446,2.4710848331451416,100600,0.0,0.0,-0.975397633763813
2001-07-02 00:00:00-04:00,2.397321475330046,2.430850414590052,2.393968501464748,2.414085865020752,114300,0.0,0.0,-0.9788258183507126
2001-07-03 00:00:00-04:00,2.38390865504565,2.410731792449951,2.3637913019924244,2.410731792449951,128000,0.0,0.0,-0.9790275479656325
2001-07-05 00:00:00-04:00,2.410732445775164,2.410732445775164,2.360438969572964,2.3637919425964355,144300,0.0,0.0,-0.9818507301226853
2001-07-06 00:00:00-04:00,2.3637912112432518,2.4409078082592606,2.3637912112432518,2.4375548362731934,113100,0.0,0.0,-0.977414284630621
2001-07-09 00:00:00-04:00,2.3637919425964355,2.393967900414913,2.357086156428046,2.3637919425964355,134000,0.0,0.0,-0.9818507301226853
2001-07-10 00:00:00-04:00,2.360439052739582,2.360439052739582,2.2632050699327557,2.3000869750976562,205600,0.0,0.0,-0.9856822448829464
2001-07-11 00:00:00-04:00,2.2665584487030794,2.293381599122048,2.253146713615007,2.2766170501708984,93500,0.0,0.0,-0.9870938359614728
2001-07-12 00:00:00-04:00,2.253146621448473,2.2866757179792407,2.246440834118036,2.2799699306488037,256200,0.0,0.0,-0.9868921780445964
2001-07-13 00:00:00-04:00,2.2632054749614143,2.296734412985125,2.253146713615007,2.2766170501708984,86600,0.0,0.0,-0.9870938359614728
2001-07-16 00:00:00-04:00,2.279969615883681,2.303439788360706,2.279969615883681,2.3000869750976562,83000,0.0,0.0,-0.9856822448829464
2001-07-17 00:00:00-04:00,2.256498791079219,2.256498791079219,2.145853259609895,2.1961467266082764,127200,0.0,0.0,-0.9919336976645509
2001-07-18 00:00:00-04:00,2.1894414585079613,2.212911631403338,2.1793826987823985,2.2062058448791504,176000,0.0,0.0,-0.9913286952347042
2001-07-19 00:00:00-04:00,2.246440357014591,2.3034396171569824,2.246440357014591,2.3034396171569824,155300,0.0,0.0,-0.9854806013056787
2001-07-20 00:00:00-04:00,2.3369684281326433,2.3470271864210046,2.2799693307603914,2.3134982585906982,105400,0.0,0.0,-0.9848756275550493
2001-07-23 00:00:00-04:00,2.347027397236184,2.3906150872699947,2.347027397236184,2.3637919425964355,170200,0.0,0.0,-0.9818507301226853
2001-07-24 00:00:00-04:00,2.3637919396692353,2.3637919396692353,2.313498463529316,2.343674421310425,73600,0.0,0.0,-0.9830606919635527
2001-07-25 00:00:00-04:00,2.320204252562625,2.377203514933215,2.320204252562625,2.3637919425964355,64100,0.0,0.0,-0.9818507301226853
2001-07-26 00:00:00-04:00,2.377203320192116,2.377203320192116,2.3034395185040237,2.3302626609802246,43800,0.0,0.0,-0.983867337970667
2001-07-27 00:00:00-04:00,2.2632055584114275,2.481143903419358,2.2632055584114275,2.414085865020752,188500,0.0,0.0,-0.9788258183507126
2001-07-30 00:00:00-04:00,2.3906150872699947,2.3906150872699947,2.3637919425964355,2.3637919425964355,19500,0.0,0.0,-0.9818507301226853
2001-07-31 00:00:00-04:00,2.353733183404574,2.4073794727516926,2.3503803702596557,2.3637919425964355,69900,0.0,0.0,-0.9818507301226853
2001-08-01 00:00:00-04:00,2.430850414590052,2.4476149641593516,2.414085865020752,2.414085865020752,138600,0.0,0.0,-0.9788258183507126
2001-08-02 00:00:00-04:00,2.3973211870189863,2.4476146697998047,2.3805566394658553,2.4476146697998047,90900,0.0,0.0,-0.9768092391819482
2001-08-03 00:00:00-04:00,2.3973208734383844,2.3973208734383844,2.2866753217206757,2.3637919425964355,182200,0.0,0.0,-0.9818507301226853
2001-08-06 00:00:00-04:00,2.370497226715088,2.3973203657077504,2.3671442544017456,2.370497226715088,23800,0.0,0.0,-0.9814474429681498
2001-08-07 00:00:00-04:00,2.3637917302754277,2.414085042081618,2.3134982585906982,2.3134982585906982,60200,0.0,0.0,-0.9848756275550493
2001-08-08 00:00:00-04:00,2.336969193648555,2.336969193648555,2.249793952733954,2.2632055282592773,72100,0.0,0.0,-0.9879004676289787
2001-08-09 00:00:00-04:00,2.3134985642005197,2.3403217100080638,2.3134985642005197,2.3168513774871826,76700,0.0,0.0,-0.9846739552985642
2001-08-10 00:00:00-04:00,2.340321787947893,2.3470275746231017,2.296734094619751,2.296734094619751,29100,0.0,0.0,-0.9858839027998229
2001-08-13 00:00:00-04:00,2.316851089742124,2.34702720496712,2.300086705633769,2.3302626609802246,64500,0.0,0.0,-0.983867337970667
2001-08-14 00:00:00-04:00,2.296733714736275,2.3470271864210046,2.2866751163264527,2.3134982585906982,152100,0.0,0.0,-0.9848756275550493
2001-08-15 00:00:00-04:00,2.336968281522863,2.3805559649070562,2.296733570650621,2.3537328243255615,93500,0.0,0.0,-0.982455732552532
2001-08-16 00:00:00-04:00,2.336968354195815,2.3704974408438697,2.3202039707503217,2.33361554145813,63500,0.0,0.0,-0.9836656800537906
2001-08-17 00:00:00-04:00,2.316851089742124,2.3671445618242704,2.316851089742124,2.3302626609802246,25800,0.0,0.0,-0.983867337970667
2001-08-20 00:00:00-04:00,2.3302629248212976,2.3470274707063377,2.3202043251931204,2.323557138442993,58900,0.0,0.0,-0.9842706394648113
2001-08-21 00:00:00-04:00,2.3570855346023842,2.360438346862793,2.330262237126559,2.360438346862793,206100,0.0,0.0,-0.9820524310583878
2001-08-22 00:00:00-04:00,2.3436749113304587,2.3470278850508244,2.320204734802246,2.320204734802246,60800,0.0,0.0,-0.9844722687024704
2001-08-23 00:00:00-04:00,2.246440834118036,2.296734319035606,2.246440834118036,2.2799699306488037,125600,0.0,0.0,-0.9868921780445964
2001-08-24 00:00:00-04:00,2.279969759234276,2.3134986933656623,2.279969759234276,2.28332257270813,26000,0.0,0.0,-0.9866905344673287
2001-08-27 00:00:00-04:00,2.2967335741429675,2.330262499920819,2.286674976348877,2.286674976348877,27300,0.0,0.0,-0.9864889052296696
2001-08-28 00:00:00-04:00,2.303439933186962,2.323557293665794,2.279969759234276,2.28332257270813,27100,0.0,0.0,-0.9866905344673287
2001-08-29 00:00:00-04:00,2.3369687368428407,2.3369687368428407,2.2967340181315246,2.3168513774871826,27500,0.0,0.0,-0.9846739552985642
2001-08-30 00:00:00-04:00,2.3302625688419107,2.347027112165938,2.3168509981341026,2.33361554145813,83500,0.0,0.0,-0.9836656800537906
2001-08-31 00:00:00-04:00,2.3000866874585757,2.3436742136987045,2.3000866874585757,2.3134982585906982,29700,0.0,0.0,-0.9848756275550493
2001-09-04 00:00:00-04:00,2.2799699306488037,2.3067930799705527,2.2799699306488037,2.2799699306488037,19700,0.0,0.0,-0.9868921780445964
2001-09-05 00:00:00-04:00,2.2833228915472623,2.2967344670725853,2.2464409789133275,2.2632055282592773,35500,0.0,0.0,-0.9879004676289787
2001-09-06 00:00:00-04:00,2.2632049017194875,2.330262760781979,2.2632049017194875,2.3034396171569824,44000,0.0,0.0,-0.9854806013056787
2001-09-07 00:00:00-04:00,2.306792473024637,2.330262642566582,2.306792473024637,2.3134982585906982,88600,0.0,0.0,-0.9848756275550493
2001-09-10 00:00:00-04:00,2.2799699306488037,2.320204654631427,2.2799699306488037,2.2799699306488037,49400,0.0,0.0,-0.9868921780445964
2001-09-17 00:00:00-04:00,2.296734320063046,2.343674831397106,2.296734320063046,2.3403220176696777,62000,0.0,0.0,-0.9832623212012117
2001-09-18 00:00:00-04:00,2.347027063369751,2.397320532417666,2.347027063369751,2.347027063369751,82900,0.0,0.0,-0.9828590483862849
2001-09-19 00:00:00-04:00,2.320204136802802,2.343674307281914,2.196147018937782,2.310145378112793,272000,0.0,0.0,-0.9850772854719257
2001-09-20 00:00:00-04:00,2.286675264859116,2.286675264859116,2.2464403889707234,2.273263692855835,65900,0.0,0.0,-0.9872955225575666
2001-09-21 00:00:00-04:00,2.2296761856074743,2.2296761856074743,2.078795748457135,2.1626181602478027,96200,0.0,0.0,-0.9939502624937067
2001-09-24 00:00:00-04:00,2.1626176862164357,2.1626176862164357,2.062030910042722,2.09555983543396,70100,0.0,0.0,-0.9979834638500615
2001-09-25 00:00:00-04:00,2.06538374649398,2.0888540744781494,2.0452663910269187,2.0888540744781494,97900,0.0,0.0,-0.9983867796838144
2001-09-26 00:00:00-04:00,2.112324402462319,2.129088785412272,2.0888540744781494,2.0888540744781494,55400,0.0,0.0,-0.9983867796838144
2001-09-27 00:00:00-04:00,2.1123242378234863,2.14585316098861,2.078795154779846,2.1123242378234863,116300,0.0,0.0,-0.9969751742656794
2001-09-28 00:00:00-04:00,2.1458541543510288,2.2363823687435933,2.1458541543510288,2.165971517562866,63500,0.0,0.0,-0.9937485758976128
2001-10-01 00:00:00-04:00,2.1525589456216343,2.1525589456216343,2.078795154779846,2.1123242378234863,37700,0.0,0.0,-0.9969751742656794
2001-10-02 00:00:00-04:00,2.095560899214401,2.1123254503595597,2.0486203798380087,2.068737745285034,40300,0.0,0.0,-0.9995966698266383
2001-10-03 00:00:00-04:00,2.0855009394128707,2.1290886194667897,2.0855009394128707,2.1123242378234863,174000,0.0,0.0,-0.9969751742656794
2001-10-04 00:00:00-04:00,2.162617805878047,2.162617805878047,2.075442595037264,2.129088878631592,53400,0.0,0.0,-0.9959668703416884
2001-10-05 00:00:00-04:00,2.122383169439024,2.122383169439024,2.051972339752356,2.0653839111328125,19800,0.0,0.0,-0.9997983851019495
2001-10-08 00:00:00-04:00,2.095560899214401,2.095560899214401,2.0653847711045588,2.068737745285034,10500,0.0,0.0,-0.9995966698266383
2001-10-09 00:00:00-04:00,2.0955600490465423,2.129088977855578,2.0955600490465423,2.1022658348083496,32500,0.0,0.0,-0.9975801336767
